PreferredSponsors,Gender,Country,city,isFromSocialMedia,SignUpDate,Year,Month,NumPreferredSponsors,Excelerate
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Bangalore,1,2023-05-22,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Palghar,1,2023-04-02,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,SHILLONG,1,2023-08-06,2023,8,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,Egypt,Alexandria,0,2022-08-26,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Guntur,1,2023-07-31,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,Rawalpindi,0,2023-03-24,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,SaintLouis,1,2023-08-01,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Awka,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",2,Nigeria,Lagos,0,2023-06-12,2023,6,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Silvassa,0,2022-12-11,2022,12,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Bangalore,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Ghana,Accra,1,2023-06-15,2023,6,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,India,Tirupati,0,2022-11-03,2022,11,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Ghana,Accra,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,1,2023-07-28,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Ghana,Accra,1,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Makurdi,0,2023-07-08,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Pakistan,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Saint Louis University"",""Excelerate"",""Grant Thornton China""]",1,Ghana,Dormaa municipal,1,2023-07-11,2023,7,4,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,Pakistan,More Khunda,0,2023-02-14,2023,2,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Fasilabad,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Mumbai,1,2023-08-18,2023,8,5,True
"[""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate"",""GlobalShala""]",2,Pakistan,Lahore,1,2023-03-30,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Howrah,0,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Pune,1,2023-10-09,2023,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Uganda,Kampala,1,2023-07-25,2023,7,5,True
"[""Saint Louis University"",""Excelerate""]",2,Spain,Madrid,0,2023-09-13,2023,9,2,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,Nigeria,Kubwa,0,2022-12-07,2022,12,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,st louis,0,2023-09-02,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Kumasi,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Bangladesh,Rajshahi,1,2023-06-10,2023,6,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,India,Hyderabad,0,2022-09-29,2022,9,4,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Accra,1,2023-05-12,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,akola,1,2023-09-01,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Kaduna,0,2023-07-08,2023,7,5,True
"[""Excelerate""]",2,India,Nagpur,1,2023-06-15,2023,6,1,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ibadan,1,2023-05-24,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,Monoufiya,1,2023-08-16,2023,8,5,True
"[""Saint Louis University""]",2,India,Vijayawada,0,2023-04-27,2023,4,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Noida,1,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Anantapur,0,2023-05-15,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Sheikhupura,0,2023-03-21,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Madurai,0,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Visakhapatnam,0,2023-05-16,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,Saint Louis,0,2023-10-08,2023,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Ghana,Accra,1,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Egypt,Ashmoun,1,2023-07-11,2023,7,5,True
"[""Saint Louis University""]",1,United States,San Jose,0,2023-06-29,2023,6,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Morocco,CASABLANCA,1,2023-10-03,2023,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Coimbatore,0,2023-07-08,2023,7,5,True
"[""Saint Louis University""]",1,United States,Saint Louis,0,2023-07-30,2023,7,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Lucknow,0,2023-05-05,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Mumbai,0,2023-09-18,2023,9,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,United States,Upper Marlboro,0,2023-01-16,2023,1,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United Kingdom,Salford,1,2023-08-21,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Ballari,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Zambia,lusaka,1,2023-08-23,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Belgium,G,1,2023-06-08,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Bothell,0,2023-07-24,2023,7,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,India,Palghar,0,2022-09-23,2022,9,4,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ibadan,0,2023-06-17,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ibadan,1,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Faisalabad,1,2023-05-13,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Bauchi,1,2023-08-21,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Chennai,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,"Korea, Republic of South Korea",cheongju,1,2023-05-19,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Vizag,1,2023-04-23,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Abuja Municipal,1,2023-08-14,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Pune,1,2023-08-22,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,BROADWAY,0,2023-04-17,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,RAJAPALAYAM,0,2023-07-09,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Indore,0,2023-08-14,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Guntur,1,2023-05-17,2023,5,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,United Arab Emirates,Sharjah,0,2022-10-12,2022,10,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Thane,1,2023-05-02,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",0,India,Nuzvid,0,2023-07-26,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Rwanda,Kigali,1,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Guntur,0,2023-07-09,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Palakkad,1,2023-05-13,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,PATNA,0,2023-07-09,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Abuja,0,2023-06-08,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,bhubaneswar,1,2023-07-28,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Kannauj,1,2023-08-09,2023,8,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,Pakistan,Lahore,0,2022-11-20,2022,11,3,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,Mongolia,Erdenet,0,2023-02-02,2023,2,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,Karachi,1,2023-08-10,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,gurgaon,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Malda,1,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ojo,1,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Bangladesh,Dhaka,1,2023-11-02,2023,11,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Agra,1,2023-08-01,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Vietnam,Hanoi,1,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,Netherlands,Maastricht,0,2022-11-02,2022,11,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Huntington,1,2023-04-13,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Junagadh,0,2023-08-11,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Kallam,1,2023-06-05,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Visakhapatnam,1,2023-06-22,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hyderabad,1,2023-06-07,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Uganda,Entebbe,0,2023-03-15,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,navi mumbai,1,2023-06-10,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Ghaziabad,1,2023-05-02,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Virar,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Pune,1,2023-08-06,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,Donga bon,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,New Delhi,1,2023-05-03,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Accra,0,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Krishna,0,2023-06-02,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,0,2023-03-29,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Pune,0,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Ahmedabad,0,2022-10-02,2022,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Egypt,Alexandria,0,2023-07-25,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,ILUPEJU,1,2023-08-14,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Afghanistan,Amritsar,0,2023-08-23,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Excelerate"",""Illinois Institute of Technology""]",2,Morocco,nador,1,2023-04-21,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Aba,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Kumasi,1,2023-04-26,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,Tala,1,2023-04-21,2023,4,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,United States,Atlanta,0,2022-12-08,2022,12,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Angola,Dibai,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hyderabad,1,2023-04-24,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Akure,1,2023-10-15,2023,10,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,United States,Hialeah,0,2022-12-02,2022,12,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Indore,1,2023-03-23,2023,3,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Hyderabad,0,2022-08-26,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Saint Louis,0,2023-08-17,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,SAINT LOUIS,0,2023-03-15,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Kanpur Nagar,1,2023-05-11,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,Saint Louis,0,2023-09-04,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Okota,0,2023-07-11,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,Luxor,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,vijayawada,1,2023-05-19,2023,5,5,True
"[""Saint Louis University"",""Excelerate""]",1,United States,St Louis,0,2023-08-10,2023,8,2,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Sangamner,0,2023-08-17,2023,8,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,India,Hyderabad,0,2022-10-30,2022,10,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Delhi,1,2023-07-29,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,St Louis,0,2023-05-25,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Uyo,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Trivandrum,1,2023-06-11,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Devarapalli mandal,1,2023-03-21,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Ongole,1,2023-05-20,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Abuja,1,2023-07-22,2023,7,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,Nigeria,Ogbomoso,0,2022-09-29,2022,9,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Iraq,Sulaymaniyah,0,2023-06-02,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Ballari,0,2023-03-11,2023,3,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,India,Hyderabad,0,2022-08-31,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Ahmedabad,0,2023-07-23,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Festac,1,2023-08-09,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nepal,Kathmandu,1,2023-04-21,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Puducherry,0,2023-07-25,2023,7,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,Nepal,Pokhara,0,2022-08-18,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Portharcourt,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Vadodara,1,2023-09-04,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,hyderabad,0,2023-11-10,2023,11,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,United States,Chicago,0,2022-10-17,2022,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Kanpur Nagar,1,2023-05-13,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Accra,1,2023-07-23,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Pen,0,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Jabalpur,1,2023-08-14,2023,8,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,United States,Edison,0,2022-08-25,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,st louis,0,2023-10-02,2023,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Delhi,1,2023-04-02,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Herbertpur,0,2023-02-22,2023,2,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Minna,0,2023-07-08,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hyderabad,1,2023-08-17,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,lahore,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,0,2023-08-11,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Delhi,1,2023-05-22,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ibeju Lekki,0,2023-08-30,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Mumbai,1,2023-07-07,2023,7,5,True
